Photo,DSM,hue_median,sat_median,val_median,lab_a_median,lab_b_median,hue_std,sat_std,pixels,segmentation_method,fallback_reason
IMG_4243.JPEG,10.0,20.0,254.0,179.0,143.0,189.0,0.6944878954189725,14.43467056135219,51234,classical,
IMG_4244.JPEG,10.0,20.0,254.0,177.0,143.0,189.0,0.7147080378742096,13.20387704764164,51237,classical,
IMG_4245.JPEG,10.0,20.0,255.0,152.0,141.0,182.0,0.8689320485437065,13.713503259124776,52292,classical,
IMG_4246.JPEG,10.0,20.0,255.0,157.0,141.0,183.0,0.8255033582026806,14.390077231587213,52537,classical,
IMG_4247.JPEG,10.0,20.0,254.0,179.0,142.0,189.0,0.6619665337904906,12.337316515554203,51146,classical,
IMG_4260.JPEG,10.0,20.0,255.0,152.0,142.0,182.0,0.7969756505685144,17.361830869517235,54180,classical,
IMG_4261.JPEG,10.0,20.0,254.0,176.0,143.0,188.0,0.733007402413345,14.203805333958178,52033,classical,
IMG_4262.JPEG,10.0,20.0,253.0,176.0,143.0,188.0,0.7175858096020362,12.309918061697072,51261,classical,
IMG_4263.JPEG,10.0,20.0,248.0,180.0,142.0,189.0,0.5821587925563299,13.838747762509986,51499,classical,
IMG_4264.JPEG,10.0,20.0,247.0,174.0,142.0,187.0,0.6268890429081276,14.081587377184672,52202,classical,
IMG_4265.JPEG,10.0,20.0,245.0,178.0,143.0,188.0,0.5880584265454984,12.888909261306004,51138,classical,
IMG_4267.JPEG,9.0,21.0,228.0,163.0,137.0,184.0,0.6258029046612127,18.57120856480615,48492,classical,
IMG_4268.JPEG,9.0,21.0,226.0,172.0,137.0,186.0,0.5392003125285058,19.11052936738325,48197,classical,
IMG_4269.JPEG,9.0,20.0,230.0,153.0,138.0,181.0,0.6359986848112393,19.30741403234157,48635,classical,
IMG_4270.JPEG,9.0,21.0,235.0,172.0,138.0,187.0,0.6782056584696999,17.890874629873643,47590,classical,
IMG_4271.JPEG,9.0,21.0,245.0,184.0,139.0,191.0,0.7407658256152383,16.00333500889924,46966,classical,
IMG_4273.JPEG,11.0,19.0,255.0,153.0,143.0,182.0,0.7753093580527353,19.551134029620073,49650,classical,
IMG_4274.JPEG,11.0,19.0,253.0,156.0,143.0,183.0,0.6601893705489188,15.585904861522106,47946,classical,
IMG_4275.JPEG,11.0,20.0,254.0,176.0,144.0,188.0,0.7116377160513337,13.202277297357268,46102,classical,
IMG_4276.JPEG,11.0,20.0,255.0,179.0,144.0,189.0,0.7118467998576533,13.139133757434161,47078,classical,
IMG_4277.JPEG,11.0,20.0,255.0,171.0,143.0,187.0,0.7096123007370889,14.547368181251732,47286,classical,
IMG_4278.JPEG,11.0,20.0,255.0,175.0,143.0,188.0,0.6404390001345688,14.11063004831784,46119,classical,
IMG_4287.JPEG,11.0,20.0,249.0,159.0,142.0,183.0,0.6410257706877283,14.192960718653552,56459,classical,
IMG_4288.JPEG,11.0,20.0,249.0,160.0,142.0,184.0,0.6717642796780247,13.861812083253739,56183,classical,
IMG_4289.JPEG,11.0,20.0,249.0,162.0,142.0,184.0,0.699117108079694,12.508777687633934,55885,classical,
IMG_4290.JPEG,11.0,20.0,247.0,165.0,142.0,185.0,0.6186076899675971,10.665980408606918,55392,classical,
IMG_4291.JPEG,11.0,20.0,248.0,159.0,142.0,183.0,0.6820120163911938,13.576481575163076,57546,classical,
IMG_4114.JPEG,10.0,19.0,255.0,151.0,143.0,181.0,0.9856720398610653,9.093244226846812,43063,classical,
IMG_4115.JPEG,10.0,20.0,255.0,167.0,144.0,185.0,0.9319719926130305,8.062669620041426,41810,classical,
IMG_4116.JPEG,10.0,20.0,255.0,169.0,143.0,186.0,0.8159900737153513,8.46781196126914,41232,classical,
IMG_4119.JPEG,10.0,20.0,255.0,174.0,144.0,187.0,0.9054517834411944,7.406583382916753,41943,classical,
IMG_4120.JPEG,10.0,20.0,255.0,162.0,143.0,184.0,0.8546326161273492,5.882263687603079,40936,classical,
IMG_4122.JPEG,10.0,19.0,255.0,151.0,143.0,181.0,0.9752288733976359,12.228714534648196,43447,classical,
IMG_4124.JPEG,11.0,19.0,255.0,144.0,144.0,179.0,0.841275790233982,9.249537030038546,44217,classical,
IMG_4125.JPEG,11.0,19.0,255.0,141.0,144.0,178.0,0.8963360510904389,10.740998917746799,45091,classical,
IMG_4126.JPEG,11.0,19.0,255.0,153.0,145.0,181.0,0.8938035123374901,8.417888133664341,44721,classical,
IMG_4127.JPEG,11.0,19.0,255.0,172.0,147.0,186.0,0.7733953334599573,8.482756509686752,43206,classical,
IMG_4128.JPEG,11.0,19.0,255.0,179.0,146.0,188.0,0.7641147349992091,9.108295889004028,43004,classical,
IMG_4129.JPEG,11.0,19.0,255.0,174.0,147.0,187.0,0.7213635150660657,8.187672661959844,42468,classical,
IMG_4131.JPEG,10.0,20.0,255.0,182.0,145.0,190.0,0.750910578415215,7.086284458251614,45244,classical,
IMG_4132.JPEG,10.0,20.0,255.0,178.0,145.0,189.0,0.762972159711682,7.95844541367178,45869,classical,
IMG_4133.JPEG,10.0,19.0,255.0,171.0,145.0,187.0,0.8277572692510294,5.43718416376065,46708,classical,
IMG_4134.JPEG,10.0,20.0,255.0,171.0,144.0,187.0,0.8375314142346719,9.583092063045026,47273,classical,
IMG_4135.JPEG,10.0,19.0,255.0,144.0,143.0,180.0,0.9299704422723155,16.3100768149003,49753,classical,
IMG_4136.JPEG,10.0,19.0,255.0,150.0,143.0,181.0,0.8338336215732701,16.524744293419314,49596,classical,
IMG_4153.JPEG,11.0,18.0,255.0,161.0,149.0,183.0,0.8072214133121779,5.624790483408892,41807,classical,
IMG_4154.JPEG,11.0,18.0,255.0,165.0,148.0,184.0,0.7269332284339093,8.327360437955196,41710,classical,
IMG_4155.JPEG,11.0,18.0,255.0,174.0,149.0,187.0,0.6286570087323511,6.58489247528618,41598,classical,
IMG_4156.JPEG,11.0,18.0,255.0,170.0,149.0,185.0,0.6527783405522278,5.911530563888593,41795,classical,
IMG_4157.JPEG,11.0,18.0,255.0,156.0,148.0,182.0,0.6338554327009069,5.192934717222348,41007,classical,
IMG_4158.JPEG,11.0,18.0,255.0,154.0,148.0,181.0,0.6983391824726025,5.06908235065172,41129,classical,
IMG_4160.JPEG,10.0,20.0,255.0,151.0,142.0,182.0,1.0874790251227497,10.712122007989516,43004,classical,
IMG_4161.JPEG,10.0,20.0,255.0,160.0,142.0,184.0,1.0757802344965115,10.700815615031287,42984,classical,
IMG_4162.JPEG,10.0,20.0,255.0,180.0,143.0,189.0,0.9663034080151917,8.626837377338628,41719,classical,
IMG_4163.JPEG,10.0,20.0,255.0,179.0,143.0,189.0,0.9281999916351477,9.34825231128902,41289,classical,
IMG_4164.JPEG,10.0,20.0,255.0,179.0,143.0,189.0,0.9247918291560594,12.602452044839561,42179,classical,
IMG_4165.JPEG,10.0,20.0,255.0,157.0,142.0,183.0,1.1738104232557938,16.863894237591918,43618,classical,
IMG_4167.JPEG,10.0,20.0,255.0,160.0,143.0,184.0,1.0959636610888108,14.088540123210342,50890,classical,
IMG_4168.JPEG,10.0,20.0,255.0,164.0,143.0,185.0,1.0509100136186584,12.576632222593268,50478,classical,
IMG_4169.JPEG,10.0,20.0,255.0,148.0,142.0,181.0,1.1785800036486889,18.055946384009893,52508,classical,
IMG_4170.JPEG,10.0,20.0,255.0,190.0,144.0,192.0,0.7035659738567237,3.8608307623841123,47774,classical,
IMG_4171.JPEG,10.0,20.0,255.0,185.0,144.0,190.0,0.8079096633019461,7.537608577298344,47948,classical,
IMG_4172.JPEG,10.0,20.0,255.0,183.0,143.0,190.0,0.802433399236957,8.693875434943232,48444,classical,
IMG_4174.JPEG,11.0,18.0,255.0,147.0,147.0,179.0,0.8778006258978827,6.233095191823495,43489,classical,
IMG_4175.JPEG,11.0,18.0,255.0,156.0,148.0,182.0,0.8070292426436458,6.2998915341335096,43424,classical,
IMG_4176.JPEG,11.0,18.0,255.0,169.0,148.0,185.0,0.799953087676059,6.124996740940922,42869,classical,
IMG_4177.JPEG,11.0,18.0,255.0,180.0,149.0,188.0,0.7699576191023406,5.757540575913461,42747,classical,
IMG_4178.JPEG,11.0,18.0,255.0,179.0,149.0,188.0,0.7750756191458267,10.761331818211735,42725,classical,
IMG_4179.JPEG,11.0,19.0,255.0,186.0,149.0,189.0,0.6898548502723536,5.679338349117729,42472,classical,
IMG_4180.JPEG,11.0,18.0,255.0,181.0,149.0,188.0,0.7063524566794285,7.399049281544785,42660,classical,
IMG_4182.JPEG,10.0,19.0,255.0,160.0,145.0,184.0,0.8829668804753303,9.716446836868823,45842,classical,
IMG_4183.JPEG,10.0,19.0,255.0,173.0,145.0,187.0,0.8577127601174751,11.416243797873102,45506,classical,
IMG_4184.JPEG,10.0,19.0,255.0,173.0,145.0,187.0,0.8210422906806123,8.597040519103926,45390,classical,
IMG_4185.JPEG,10.0,19.0,255.0,148.0,143.0,180.0,0.9530577691435861,14.94197129712807,48383,classical,
IMG_4186.JPEG,10.0,19.0,255.0,164.0,144.0,184.0,0.8520188025368841,10.504190053920949,46885,classical,
IMG_4187.JPEG,10.0,19.0,255.0,147.0,143.0,180.0,0.7950581482568136,10.158686863000202,46826,classical,
IMG_4047.JPEG,12.0,17.0,255.0,158.0,152.0,181.0,1.0988650747065947,15.901090749900261,48573,classical,
IMG_4048.JPEG,12.0,17.0,255.0,173.0,154.0,185.0,0.9028910967461906,11.23111646738991,47302,classical,
IMG_4049.JPEG,12.0,17.0,255.0,174.0,154.0,185.0,0.8511677439205019,12.404164956201377,46661,classical,
IMG_4050.JPEG,12.0,17.0,255.0,148.0,150.0,179.0,1.1846308993458494,23.213895597597503,52143,classical,
IMG_4051.JPEG,12.0,17.0,255.0,154.0,151.0,180.0,1.1375452966165387,23.628881502328078,51633,classical,
IMG_4052.JPEG,12.0,17.0,255.0,168.0,154.0,183.0,0.9827448378074137,19.606792609480394,49782,classical,
IMG_4053.JPEG,12.0,17.0,255.0,165.0,153.0,183.0,1.0155616816285375,20.497715824736247,49995,classical,
IMG_4054.JPEG,12.0,17.0,255.0,173.0,154.0,185.0,0.7548799415492224,13.960246152135637,47196,classical,
IMG_4057.JPEG,12.0,16.0,255.0,147.0,151.0,178.0,1.009068919181446,10.168304699287402,49953,classical,
IMG_4058.JPEG,12.0,16.0,255.0,139.0,150.0,176.0,1.1653889688307077,13.148724574393967,51064,classical,
IMG_4061.JPEG,12.0,16.0,255.0,136.0,150.0,175.0,1.370119830603959,15.954125180259846,52270,classical,
IMG_4062.JPEG,12.0,16.0,255.0,146.0,152.0,178.0,1.2156811613262173,14.07188457440634,52029,classical,
IMG_4063.JPEG,12.0,16.0,255.0,162.0,154.0,182.0,0.8129588483006617,7.624808568604222,48314,classical,
IMG_4077.JPEG,10.0,19.0,255.0,165.0,146.0,184.0,0.9922617284013998,10.48644859279202,47253,classical,
IMG_4078.JPEG,10.0,19.0,255.0,165.0,147.0,184.0,1.1376801862960513,11.622111432715531,48028,classical,
IMG_4079.JPEG,10.0,19.0,255.0,181.0,147.0,189.0,0.8528352183732647,11.273188406421353,46594,classical,
IMG_4080.JPEG,10.0,19.0,255.0,180.0,147.0,188.0,0.7669850736780103,9.533055364686463,46101,classical,
IMG_4081.JPEG,10.0,19.0,255.0,178.0,147.0,188.0,0.7889918823982155,9.61934291312349,46458,classical,
IMG_4082.JPEG,10.0,19.0,255.0,183.0,146.0,189.0,0.7690895673364713,11.080073175981797,45734,classical,
IMG_4099.JPEG,10.0,21.0,251.0,168.0,140.0,187.0,0.777446212337472,12.507140406846418,48657,classical,
IMG_4100.JPEG,10.0,21.0,253.0,172.0,141.0,188.0,0.7334069772675669,8.774710679750443,48164,classical,
IMG_4101.JPEG,10.0,21.0,254.0,177.0,141.0,189.0,0.7359555383351454,9.949310224742359,48491,classical,
IMG_4102.JPEG,10.0,21.0,252.0,170.0,140.0,187.0,0.7348301060569761,12.525959762189753,48712,classical,
IMG_4103.JPEG,10.0,21.0,250.0,157.0,139.0,184.0,0.784066458909624,12.526859433804628,49204,classical,
IMG_4104.JPEG,10.0,21.0,252.0,150.0,139.0,182.0,0.7734199165493175,13.464202281954906,49526,classical,
IMG_4105.JPEG,10.0,21.0,253.0,149.0,139.0,182.0,0.8672585741192651,12.742804261671163,49576,classical,
IMG_4107.JPEG,13.0,15.0,255.0,144.0,154.0,176.0,1.772731718138173,21.266881025204214,48403,classical,
IMG_4108.JPEG,13.0,16.0,255.0,171.0,157.0,183.0,1.1087439521773974,10.474842100349514,42872,classical,
IMG_4109.JPEG,13.0,15.0,255.0,167.0,156.0,182.0,1.1872038636117206,11.26524672095886,44377,classical,
IMG_4110.JPEG,13.0,15.0,255.0,156.0,156.0,179.0,1.6055359388077557,20.9516822577059,47285,classical,
IMG_4111.JPEG,13.0,15.0,255.0,162.0,156.0,181.0,1.279809232826525,16.242581212251395,46098,classical,
IMG_4112.JPEG,13.0,15.0,255.0,161.0,156.0,181.0,1.2417097722363497,16.98255570248394,45505,classical,
IMG_3646.JPEG,9.0,21.0,255.0,141.0,138.0,180.0,0.7071501984304039,12.876476112652771,49165,classical,
IMG_3648.JPEG,9.0,21.0,255.0,160.0,138.0,185.0,0.5128085606379013,13.419533491115425,48110,classical,
IMG_3650.JPEG,9.0,21.0,255.0,168.0,139.0,187.0,0.4984131782180324,16.18614725848349,47614,classical,
IMG_3652.JPEG,9.0,21.0,255.0,184.0,139.0,192.0,0.5320018770762627,15.59525360574205,48068,classical,
IMG_3654.JPEG,9.0,21.0,255.0,151.0,139.0,183.0,0.7786415043704131,13.402286458324076,49709,classical,
IMG_3670.JPEG,10.0,19.0,255.0,163.0,144.0,184.0,1.1147368148825378,15.057606979323257,53741,classical,
IMG_3672.JPEG,10.0,20.0,255.0,185.0,145.0,190.0,0.837180548623801,8.42026356828174,51682,classical,
IMG_3674.JPEG,10.0,20.0,255.0,173.0,144.0,187.0,0.8260646798640323,7.39695503571861,52771,classical,
IMG_3675.JPEG,10.0,19.0,255.0,151.0,143.0,181.0,0.9943369796480898,9.288289629704186,54264,classical,
IMG_3676.JPEG,10.0,19.0,255.0,142.0,142.0,179.0,1.1074152792363352,16.020133445104623,56325,classical,
IMG_3677.JPEG,10.0,20.0,255.0,170.0,143.0,187.0,0.8959140519084691,7.90839023151396,51487,classical,
IMG_3698.JPEG,12.0,19.0,255.0,153.0,145.0,181.0,1.373181727792299,24.511441565000947,45313,classical,
IMG_3700.JPEG,12.0,19.0,255.0,163.0,145.0,184.0,1.2872684947796336,22.35557884641495,44106,classical,
IMG_3701.JPEG,12.0,19.0,255.0,176.0,146.0,188.0,0.9588777669830032,16.884980466233042,40598,classical,
IMG_3704.JPEG,12.0,19.0,255.0,179.0,147.0,188.0,0.9921045742567023,18.17130363147058,41335,classical,
IMG_3706.JPEG,12.0,19.0,255.0,144.0,144.0,179.0,1.569422073431505,35.43903303247505,49340,classical,
IMG_3708.JPEG,12.0,19.0,255.0,178.0,147.0,188.0,0.9486301172684027,13.561738523828094,41621,classical,
IMG_3711.JPEG,10.0,20.0,255.0,173.0,144.0,187.0,0.9178990082854356,9.136099090991019,57127,classical,
IMG_3713.JPEG,10.0,19.0,255.0,153.0,143.0,182.0,1.0760206356517308,9.738286597806786,59400,classical,
IMG_3715.JPEG,10.0,20.0,255.0,182.0,145.0,190.0,0.8361974571354195,7.43598234144767,56470,classical,
IMG_3717.JPEG,10.0,20.0,255.0,163.0,143.0,185.0,0.9113163034444984,7.038088775442565,57313,classical,
IMG_3718.JPEG,10.0,20.0,255.0,184.0,143.0,190.0,0.857518475872933,6.515121900675095,56914,classical,
IMG_3720.JPEG,10.0,20.0,255.0,182.0,144.0,190.0,0.878096626605265,7.037923936321286,57419,classical,
IMG_3724.JPEG,10.0,20.0,255.0,166.0,143.0,185.0,0.9327820463626516,17.39568811836911,51096,classical,
IMG_3726.JPEG,10.0,20.0,255.0,180.0,143.0,190.0,0.7570022515507255,12.503123895937321,47331,classical,
IMG_3727.JPEG,10.0,20.0,255.0,164.0,143.0,185.0,0.9213907151303294,11.159080245182224,50087,classical,
IMG_3729.JPEG,10.0,20.0,255.0,180.0,144.0,189.0,0.7496269898653538,12.110560868126095,47786,classical,
IMG_3732.JPEG,10.0,19.0,255.0,148.0,143.0,181.0,1.0873872554908395,21.377108069003796,53178,classical,
IMG_3733.JPEG,10.0,20.0,255.0,177.0,143.0,188.0,0.7759444005192185,12.406869531218222,48424,classical,
IMG_3736.JPEG,9.0,20.0,255.0,160.0,143.0,184.0,0.8789369958143868,8.145616705566955,42268,classical,
IMG_3738.JPEG,9.0,20.0,255.0,179.0,143.0,189.0,0.6543817936163997,10.659328020571861,40118,classical,
IMG_3739.JPEG,9.0,20.0,255.0,158.0,143.0,183.0,0.8958909262585765,16.11537520956759,43531,classical,
IMG_3741.JPEG,9.0,20.0,255.0,143.0,142.0,180.0,0.9786980962041685,13.082524380807609,43943,classical,
IMG_3744.JPEG,9.0,20.0,255.0,183.0,143.0,190.0,0.6068503802535582,15.276608168877573,40304,classical,
IMG_3747.JPEG,10.0,19.0,255.0,150.0,144.0,181.0,0.9571373940489287,11.654062447120877,42303,classical,
IMG_3749.JPEG,10.0,19.0,255.0,167.0,144.0,185.0,0.8313097870310385,11.058789687633775,41676,classical,
IMG_3750.JPEG,10.0,19.0,255.0,178.0,146.0,188.0,0.6158585878684738,10.385874072761792,39547,classical,
IMG_3752.JPEG,10.0,20.0,255.0,170.0,144.0,186.0,0.8313265211157777,13.025132519531095,42116,classical,
IMG_3754.JPEG,10.0,19.0,255.0,170.0,145.0,186.0,0.6439738139652078,9.116623188378822,40154,classical,
IMG_3799.JPEG,13.0,17.0,255.0,179.0,152.0,187.0,0.6754145518405628,9.661673202155125,51016,classical,
IMG_3802.JPEG,13.0,18.0,255.0,177.0,151.0,186.0,0.6311081049110981,9.992866100193872,50476,classical,
IMG_3804.JPEG,13.0,17.0,255.0,174.0,152.0,186.0,0.6413502904835955,7.857022180129298,51082,classical,
IMG_3805.JPEG,13.0,17.0,255.0,147.0,149.0,178.0,0.7531382694967642,9.50121837813302,52622,classical,
IMG_3807.JPEG,13.0,17.0,255.0,140.0,148.0,177.0,0.8042421193112891,8.430040122780198,52679,classical,
IMG_3809.JPEG,13.0,17.0,255.0,152.0,150.0,180.0,0.6313074010458753,8.64711392109225,50487,classical,
IMG_3813.JPEG,13.0,17.0,255.0,186.0,153.0,188.0,0.5696917574679395,8.539021254254218,50695,classical,
IMG_3814.JPEG,13.0,17.0,255.0,179.0,152.0,187.0,0.5223550093874643,11.017397722984038,49870,classical,
IMG_3817.JPEG,9.0,21.0,249.0,165.0,140.0,185.0,0.6730278698944668,10.960705525562666,48945,classical,
IMG_3818.JPEG,9.0,21.0,254.0,182.0,141.0,191.0,0.5754031316703517,10.10548319801571,48769,classical,
IMG_3821.JPEG,9.0,21.0,252.0,175.0,141.0,189.0,0.6262243967406229,10.259295120583149,49401,classical,
IMG_3822.JPEG,9.0,21.0,248.0,169.0,139.0,187.0,0.5733140559107089,12.8423821208441,48706,classical,
IMG_3825.JPEG,9.0,21.0,250.0,153.0,139.0,183.0,0.6630975892975141,11.325433363509134,50464,classical,
IMG_3827.JPEG,9.0,21.0,248.0,188.0,140.0,191.0,0.520232073089882,14.393007454090137,47903,classical,
IMG_3831.JPEG,10.0,19.0,255.0,171.0,145.0,186.0,0.8846814954242559,6.233790465831376,47885,classical,
IMG_3833.JPEG,10.0,20.0,255.0,173.0,144.0,187.0,0.8105636234883142,8.538972532910945,47254,classical,
IMG_3835.JPEG,10.0,19.0,255.0,175.0,145.0,187.0,0.8297415159721304,8.46924921054797,47759,classical,
IMG_3836.JPEG,10.0,19.0,255.0,174.0,145.0,187.0,0.7724222317573445,10.311633483525526,47466,classical,
IMG_3837.JPEG,10.0,19.0,255.0,148.0,143.0,180.0,0.7834008252403035,8.41081127986666,48436,classical,
IMG_3839.JPEG,10.0,20.0,255.0,171.0,144.0,187.0,0.8062986506449711,8.529092724180233,47466,classical,
IMG_3880.JPEG,10.0,19.0,255.0,146.0,143.0,180.0,0.7342929972664608,8.597533524853503,44766,classical,
IMG_3882.JPEG,10.0,19.0,255.0,174.0,145.0,187.0,0.6336286271810234,10.267476291117497,43438,classical,
IMG_3884.JPEG,10.0,20.0,251.0,180.0,144.0,189.0,0.6265117365369292,12.593574520858926,43200,classical,
IMG_3886.JPEG,10.0,19.0,252.0,173.0,144.0,187.0,0.6267399307625747,12.753619833403855,43070,classical,
IMG_3887.JPEG,10.0,19.0,253.0,152.0,143.0,182.0,0.578028214906286,9.57166736581422,43891,classical,
IMG_3888.JPEG,10.0,19.0,252.0,153.0,143.0,182.0,0.5752102542801814,9.84517642732125,43553,classical,
IMG_3889.JPEG,10.0,20.0,251.0,187.0,144.0,190.0,0.5785043887386168,18.488512753716062,41975,classical,
IMG_3891.JPEG,10.0,20.0,249.0,188.0,144.0,190.0,0.5846787409937745,16.757350764018817,41502,classical,
IMG_3893.JPEG,10.0,19.0,252.0,166.0,143.0,185.0,0.5261911018045232,11.003776904068166,42720,classical,
IMG_3897.JPEG,12.0,18.0,254.0,176.0,148.0,187.0,0.5189430589335141,8.183176332202473,49379,classical,
IMG_3899.JPEG,12.0,19.0,254.0,182.0,147.0,189.0,0.39296666948413733,9.97914098807753,49201,classical,
IMG_3900.JPEG,12.0,19.0,255.0,190.0,148.0,191.0,0.33562318115905043,13.460353665129057,48507,classical,
IMG_3902.JPEG,12.0,19.0,255.0,155.0,145.0,182.0,0.5223566438130962,8.921928967030869,48955,classical,
